BAPID,Name,Standard,Std,F_type,Species ,Star_Stat,Country,Company ,Parent_Company ,latitude,longitude,Expiration,Language_Pref,M_tons_2015,Hatch_Output,Mill_Output,2015_CB,2015_Aud,2015_Min_N,2015_Maj_N,2015_Crt_N,M_tons_2016,2016_Aud,2016_Min_N,2016_Maj_N,2016_Crt_N
F10868,Invermar S.A. - Mapue,Salmon Farm Standard,1,Farm,Salmon,,Chile,Invermar S.A. - Mapue,Invermar S.A. - Mapue,-42.94614723,-73.54388894,5/15/18,TBD,,,,,,,,,,,,,
F10869,"Sonsea Foods Co., Ltd. - Tianxin Lough Farm",Finfish and Crustacean Farm Standard,4,Farm,Crawfish,,China,"Sonsea Foods Co., Ltd. - Tianxin Lough Farm","Sonsea Foods Co., Ltd. - Tianxin Lough Farm",29.06629028,112.2561142,8/27/18,,,,,,,,,,,,,,
F10872A,Waterola Aqua Farms Pvt. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sandhya Aqua Exports Pvt. Ltd. IOM 2,Sandhya Aqua Exports Pvt. Ltd. IOM 2,14.57,80.06,,,,,,,,,,,,,,,
F10872B,Park Acquatics Private Limited,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sandhya Aqua Exports Pvt. Ltd. IOM 2,Sandhya Aqua Exports Pvt. Ltd. IOM 2,14.57,80.06,,,,,,,,,,,,,,,
F10872C,Naturella Aqua Marine and Exports Pvt. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sandhya Aqua Exports Pvt. Ltd. IOM 2,Sandhya Aqua Exports Pvt. Ltd. IOM 2,14.57,80.06,,,,,,,,,,,,,,,
F10872E,Kakani Narahari Reddy,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sandhya Aqua Exports Pvt. Ltd. IOM 2,Sandhya Aqua Exports Pvt. Ltd. IOM 2,14.57,80.06,,,,,,,,,,,,,,,
F10872F,Isita Aqua Limited,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Sandhya Aqua Exports Pvt. Ltd. IOM 2,Sandhya Aqua Exports Pvt. Ltd. IOM 2,14.57,80.06,,,,,,,,,,,,,,,
F10873,Chakkapalli Venkata Prabhakara Rao Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Chakkapalli Venkata Prabhakara Rao Farm,Chakkapalli Venkata Prabhakara Rao Farm,16.89,82.22,7/26/18,TBD,,,,,,,,,,,,,
F10875,Bonanza - Alan Uriel Sarmiento,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.6701,-75.42568333,11/17/18,,,,,,,,,,,,,,
F10876,Canada E.U.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.668236111,-75.42656667,11/17/18,,,,,,,,,,,,,,
F10877,La Sirena,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.690216667,-75.42963611,11/17/18,,,,,,,,,,,,,,
F10878,Piscicola Caracoli,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.681113889,-75.42461389,11/17/18,,,,,,,,,,,,,,
F10879,Comepez,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.652711111,-75.43296667,11/17/18,,,,,,,,,,,,,,
F10880,Pisciexport,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.671288889,-75.43764167,11/17/18,,,,,,,,,,,,,,
F10881,Luis Carlos Preciado,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.680027778,-75.44529722,11/17/18,,,,,,,,,,,,,,
F10882,RVG,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.686333333,-75.44139444,11/17/18,,,,,,,,,,,,,,
F10883,Mojacol,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.660269444,-75.44791111,11/17/18,,,,,,,,,,,,,,
F10884,Fish Factory El Igua,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,3.050711111,-75.25300833,11/17/18,,,,,,,,,,,,,,
F10885,Piscicola Berlin,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,3.404222222,-75.16895556,11/17/18,,,,,,,,,,,,,,
F10886,Acuapezca,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.671163889,-75.45074167,11/17/18,,,,,,,,,,,,,,
F10887,Maxpez Ltda.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.665719444,-75.43885556,11/17/18,,,,,,,,,,,,,,
F10888,Piscicola El Porvenir - Bruselas,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.654447222,-75.45462778,11/17/18,,,,,,,,,,,,,,
F10889,Latinpez,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Colombia,FEDEACUA GROUP,FEDEACUA GROUP,2.700741667,-75.436825,11/17/18,,,,,,,,,,,,,,
F10890,LvNankang Aquaculture,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,LvNankang Aquaculture,LvNankang Aquaculture,,,8/10/18,TBD,,,,,,,,,,,,,
F10893,Sur Islote,Salmon Farm Standard,1,Farm,Salmon,,Chile,Granja Marina Tornagaleones S.A.,Granja Marina Tornagaleones S.A.,-44.43225556,-72.64581667,7/27/17,,,,,,,,,,,,,,
F10895,Vietnam Clean Seafood Corporation,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Vietnam Clean Seafood Corporation,Vietnam Clean Seafood Corporation,,,12/6/18,,,,,,,,,,,,,,
F10896,UTXICO Shrimp Farming Area - Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,UTXICO Shrimp Farming Area - Farm 2,UTXICO Shrimp Farming Area - Farm 2,9.444827778,106.0848639,9/28/18,,,,,,,,,,,,,,
F10897,Salmones Caleta Bay S.A. - Chilco,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Caleta Bay S.A.,Salmones Caleta Bay S.A.,-42.518875,-72.61906944,8/3/18,TBD,,,,,,,,,,,,,
F10898A,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. M. Balaji,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. M. Balaji,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. M. Balaji,15.90123056,80.68456389,11/28/18,,,,,,,,,,,,,,
F10898B,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. Naga Raju,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. Naga Raju,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. Naga Raju,15.90326111,80.67649444,11/28/18,,,,,,,,,,,,,,
F10898C,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. V. Babu Aqua Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. V. Babu Aqua Farm 1,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. V. Babu Aqua Farm 1,15.902693,80.656703,11/28/18,,,,,,,,,,,,,,
F10898D,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. V. Babu Aqua Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. V. Babu Aqua Farm 2,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Mr. V. Babu Aqua Farm 2,15.90046111,80.65873611,11/28/18,,,,,,,,,,,,,,
F10898E,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Siva Rama Krishna Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Siva Rama Krishna Farms,GEO Seafoods - Sunnyvale Seafoods IOM 3 - Siva Rama Krishna Farms,16.047761,81.065432,11/28/18,,,,,,,,,,,,,,
F10911,Seafresh Industry - Srisuban Farm 7,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Seafresh Industry - Srisuban Farm 7,Seafresh Industry - Srisuban Farm 7,9.262805556,99.65611111,8/13/18,,,,,,,,,,,,,,
F10912,Seafresh Industry - Srisuban Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Seafresh Industry - Srisuban Farm 2,Seafresh Industry - Srisuban Farm 2,9.259241667,99.52788056,8/13/18,,,,,,,,,,,,,,
F10914A,Pulluvarthy Bramaiah,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Pulluvarthy Bramaiah,Pulluvarthy Bramaiah,15.32147222,80.09071667,3/12/19,,,,,,,,,,,,,,
F10914B,Mr. Vamsi Aqua Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Mr. Vamsi Aqua Farms,Mr. Vamsi Aqua Farms,15.30786111,80.07535556,3/12/19,,,,,,,,,,,,,,
F10914C,Mr. Subba Naidu Aqua Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Mr. Subba Naidu Aqua Farms,Mr. Subba Naidu Aqua Farms,15.31593333,80.08774722,3/12/19,,,,,,,,,,,,,,
F10914D,Mr. Hari Babu Aqua Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Mr. Hari Babu Aqua Farms,Mr. Hari Babu Aqua Farms,15.31213333,80.08345278,3/12/19,,,,,,,,,,,,,,
F10915,Thuan Phuoc Seafood and Trading Corporation - Ngoc Tung Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Thuan Phuoc Seafood and Trading Corporation - Ngoc Tung Farm 2,Thuan Phuoc Seafood and Trading Corporation - Ngoc Tung Farm 2,13.03129167,109.3585806,1/30/19,,,,,,,,,,,,,,
F10916A,Verrabadhara Exports - Sunnyvale Seafoods IOM 1 - Supran Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Verrabadhara Exports - Sunnyvale Seafoods IOM 1 - Supran Farms,Verrabadhara Exports - Sunnyvale Seafoods IOM 1 - Supran Farms,17.457464,82.847167,12/22/18,,,,,,,,,,,,,,
F10916C,Verrabadhara Exports - Sunnyvale Seafoods IOM 1 - Chaitanya Aqua Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Verrabadhara Exports - Sunnyvale Seafoods IOM 1 - Chaitanya Aqua Farm 2,Verrabadhara Exports - Sunnyvale Seafoods IOM 1 - Chaitanya Aqua Farm 2,16.87024438,82.08552998,12/22/18,,,,,,,,,,,,,,
F10919,Salmones Caleta Bay S.A. - Cahuelmo,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Caleta Bay S.A.,Salmones Caleta Bay S.A.,-42.25702222,-72.43808889,8/3/18,TBD,,,,,,,,,,,,,
F10920,Salmones Caleta Bay S.A. - Calamaco,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Caleta Bay S.A.,Salmones Caleta Bay S.A.,-42.21361111,-72.460625,8/3/18,TBD,,,,,,,,,,,,,
F10921,Lvjiayi Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,China,Lvjiayi Farm,Lvjiayi Farm,21.58222222,109.1525,,,,,,,,,,,,,,,
F10922A,OKEANOS IOM Farm Group 3 - Manit,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,OKEANOS IOM Farm Group 3 - Manit,OKEANOS IOM Farm Group 3 - Manit,13.212415,99.90959167,,,,,,,,,,,,,,,
F10922B,OKEANOS IOM Farm Group 3 - Kritsada 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,OKEANOS IOM Farm Group 3 - Kritsada 2,OKEANOS IOM Farm Group 3 - Kritsada 2,13.21413611,99.91340833,,,,,,,,,,,,,,,
F10922C,OKEANOS IOM Farm Group 3 - Niwat,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,OKEANOS IOM Farm Group 3 - Niwat,OKEANOS IOM Farm Group 3 - Niwat,13.18897861,99.91139278,,,,,,,,,,,,,,,
F10922D,OKEANOS IOM Farm Group 3 - Nayhua,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,OKEANOS IOM Farm Group 3 - Nayhua,OKEANOS IOM Farm Group 3 - Nayhua,12.96071833,100.0334561,,,,,,,,,,,,,,,
F10923,NTSF - Kienluong Shrimp Farm Zone,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,NTSF - Kienluong Shrimp Farm Zone,NTSF - Kienluong Shrimp Farm Zone,10.34347222,104.5834611,8/27/18,,,,,,,,,,,,,,
F10923B,NTSF - Cluster 1 - Giang Thanh - Kien Luong Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,NTSF - Cluster 1 - Giang Thanh - Kien Luong Farm,NTSF - Cluster 1 - Giang Thanh - Kien Luong Farm,,,8/27/19,,,,,,,,,,,,,,
F10924,Nhatrang Seaproduct Company - Phuocthe Shrimp Farm Zone,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Nhatrang Seaproduct Company - Phuocthe Shrimp Farm Zone,Nhatrang Seaproduct Company - Phuocthe Shrimp Farm Zone,11.26492778,108.7489361,8/27/18,,,,,,,,,,,,,,
F10925,Caleta Fog,Salmon Farm Standard,1,Farm,Salmon,,Chile,Caleta Fog,Caleta Fog,-51.97013889,-72.94546667,7/24/17,,,,,,,,,,,,,,
F10927,M/S. Indo Aquatics Ltd. (JB Reddy Farms),Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,M/S. Indo Aquatics Ltd. (JB Reddy Farms),M/S. Indo Aquatics Ltd. (JB Reddy Farms),14.4,80.17,10/10/18,,,,,,,,,,,,,,
F10927,JB Reddy Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,JB Reddy Farms,JB Reddy Farms,14.4,80.17,10/10/18,,,,,,,,,,,,,,
F10928,Punta Obstruccion,Salmon Farm Standard,1,Farm,Salmon,,Chile,Punta Obstruccion,Punta Obstruccion,-51.94595,-72.92,7/20/17,,,,,,,,,,,,,,
F10932A,Satya Sea Foods IOM 3 - SVSN Raju Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - SVSN Raju Farms,Satya Sea Foods IOM 3 - SVSN Raju Farms,16.616724,82.093255,,,,,,,,,,,,,,,
F10932B,Satya Sea Foods IOM 3 - Polamuru Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Polamuru Farm,Satya Sea Foods IOM 3 - Polamuru Farm,16.611369,81.637258,,,,,,,,,,,,,,,
F10932C,Satya Sea Foods IOM 3 - Sri Gowri Aqua Farmers Welfare Society,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Sri Gowri Aqua Farmers Welfare Society,Satya Sea Foods IOM 3 - Sri Gowri Aqua Farmers Welfare Society,16.661965,82.225261,,,,,,,,,,,,,,,
F10932D,Satya Sea Foods IOM 3 - Sai Aditya Aqua Agencies,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Sai Aditya Aqua Agencies,Satya Sea Foods IOM 3 - Sai Aditya Aqua Agencies,16.615773,81.723515,,,,,,,,,,,,,,,
F10932E,Satya Sea Foods IOM 3 - Srinivasa Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Srinivasa Farms,Satya Sea Foods IOM 3 - Srinivasa Farms,16.658105,82.05824,,,,,,,,,,,,,,,
F10932F,Satya Sea Foods IOM 3 - S.V.Divakar Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - S.V.Divakar Farms,Satya Sea Foods IOM 3 - S.V.Divakar Farms,16.661965,82.225261,,,,,,,,,,,,,,,
F10932G,Satya Sea Foods IOM 3 - M.Chandra Shaker Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - M.Chandra Shaker Farms,Satya Sea Foods IOM 3 - M.Chandra Shaker Farms,16.859414,82.094766,,,,,,,,,,,,,,,
F10932H,Satya Sea Foods IOM 3 - Vijalaksmi Enterprises Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Vijalaksmi Enterprises Farms,Satya Sea Foods IOM 3 - Vijalaksmi Enterprises Farms,16.856315,82.103122,,,,,,,,,,,,,,,
F10932I,Satya Sea Foods IOM 3 - Sitha Ramanjaneyyulu Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Sitha Ramanjaneyyulu Farms,Satya Sea Foods IOM 3 - Sitha Ramanjaneyyulu Farms,16.907592,82.209183,,,,,,,,,,,,,,,
F10932J,Satya Sea Foods IOM 3 - Samudra Farms,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Satya Sea Foods IOM 3 - Samudra Farms,Satya Sea Foods IOM 3 - Samudra Farms,17.096257,82.339209,,,,,,,,,,,,,,,
F10937,Stapimex - Hoa Nghia Farm Group - Tang Van Tuoi,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Hoa Nghia Farm Group - Tang Van Tuoi,Stapimex - Hoa Nghia Farm Group - Tang Van Tuoi,9.426547222,106.0414444,1/7/19,,,,,,,,,,,,,,
F10938,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Van Xua,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Van Xua,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Van Xua,9.42705,106.0435778,1/7/19,,,,,,,,,,,,,,
F10939,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Trang Hoang Thanh,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Trang Hoang Thanh,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Trang Hoang Thanh,9.420172222,106.04815,1/7/19,,,,,,,,,,,,,,
F10940,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Phuoc Moc,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Phuoc Moc,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Phuoc Moc,9.417586111,106.0480972,1/7/19,,,,,,,,,,,,,,
F10941,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Thanh Tuan,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Thanh Tuan,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Thanh Tuan,9.417452778,106.0384528,1/7/19,,,,,,,,,,,,,,
F10942,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Buoi,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Buoi,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Buoi,9.419033333,106.0381639,1/7/19,,,,,,,,,,,,,,
F10943,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Van Khen,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Van Khen,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Van Khen,9.417466667,106.0387111,1/7/19,,,,,,,,,,,,,,
F10944,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Quoc Bao,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Quoc Bao,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Quoc Bao,9.420883333,106.0403472,1/7/19,,,,,,,,,,,,,,
F10945,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Tam,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Tam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Tam,9.422633333,106.0449611,1/7/19,,,,,,,,,,,,,,
F10946,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Hai,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Hai,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Hai,9.423088889,106.0398528,1/7/19,,,,,,,,,,,,,,
F10947,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tran Van Thanh,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tran Van Thanh,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tran Van Thanh,9.420130556,106.0425611,1/7/19,,,,,,,,,,,,,,
F10948,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Kim,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Kim,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Kim,9.421172222,106.0477389,1/7/19,,,,,,,,,,,,,,
F10949,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Do Van Tel,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Do Van Tel,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Do Van Tel,9.421230556,106.0478417,1/7/19,,,,,,,,,,,,,,
F10950,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Sen,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Sen,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ly Van Sen,9.422594444,106.0456444,1/7/19,,,,,,,,,,,,,,
F10951,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Minh Son,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Minh Son,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Minh Son,9.422825,106.0424583,1/7/19,,,,,,,,,,,,,,
F10952,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Van Phai,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Van Phai,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Ngo Van Phai,9.418211111,106.0385417,1/7/19,,,,,,,,,,,,,,
F10953,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Van Tenh,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Van Tenh,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tang Van Tenh,9.420775,106.0418472,1/7/19,,,,,,,,,,,,,,
F10954,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tran Van Cuong,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tran Van Cuong,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Tran Van Cuong,9.429327778,106.0432389,1/7/19,,,,,,,,,,,,,,
F10955,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Huynh Phuong Dai,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Huynh Phuong Dai,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Huynh Phuong Dai,9.429480556,106.0435667,1/7/19,,,,,,,,,,,,,,
F10956,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Phieu,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Phieu,Stapimex - Sunnyvale - Hoa Nghia Farm Group - Nguyen Van Phieu,9.428780556,106.0431833,1/7/19,,,,,,,,,,,,,,
F10959,Regal Springs Indonesia – Lake Toba Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,Indonesia,Regal Springs Indonesia – Lake Toba Farm,Regal Springs Indonesia – Lake Toba Farm,3.595705556,99.07226667,7/6/19,,,,,,,,,,,,,,
F10960,PT. Windu Mantap Mandiri,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,PT. Windu Mantap Mandiri,PT. Windu Mantap Mandiri,-5.672594444,104.9158778,12/13/18,,,,,,,,,,,,,,
F10961,Australis Mar S.A. - Centro Filomena 2,Salmon Farm Standard,1,Farm,Salmon,,Chile,Australis Mar S.A. - Centro Filomena 2,Australis Mar S.A. - Centro Filomena 2,-44.42736111,-73.62222222,,,,,,,,,,,,,,,
F10962,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Thanakorn Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Thanakorn Farm 1,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Thanakorn Farm 1,9.232880556,99.50706667,10/27/18,,,,,,,,,,,,,,
F10963,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Yodpinij Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Yodpinij Farm 1,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Yodpinij Farm 1,9.2403,99.52469167,10/27/18,,,,,,,,,,,,,,
F10964,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - C.V. Farm 2,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - C.V. Farm 2,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - C.V. Farm 2,9.203185,99.514832,10/27/18,,,,,,,,,,,,,,
F10965,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - C.V. Farm 9,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - C.V. Farm 9,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - C.V. Farm 9,9.187611111,99.49548056,10/27/18,,,,,,,,,,,,,,
